Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
t-shirt-lin-melange,T-shirt en lin mélangé,"<p>Le lin laisse passer l'air : c'est le t-shirt des journées où le coton colle. La maille se froisse légèrement, c'est le propre de la matière et non un défaut.</p><ul><li>Matière respirante, idéale par forte chaleur</li><li>Tombé fluide, légèrement plus ample</li><li>Se froisse naturellement</li><li>S'assouplit lavage après lavage</li></ul><p><strong>Composition :</strong> Lin et coton — proportions à confirmer auprès du fournisseur<br><strong>Entretien :</strong> Lavage à 30 °C, repassage doux sur l'envers</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Clothing > Shirts & Tops,T-shirt,"t-shirt, lin, été, respirant",FALSE,Taille,XS,Couleur,Écru,,,T-SHIRT-LIN--XS-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,FALSE,T-shirt en lin mélangé — respirant,"T-shirt en lin mélangé, respirant et fluide, pensé pour les fortes chaleurs. Retours gratuits sous 14 jours.",,,,,new,FALSE,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XS,Couleur,Terracotta,,,T-SHIRT-LIN--XS-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XS,Couleur,Vert olive,,,T-SHIRT-LIN--XS-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,S,Couleur,Écru,,,T-SHIRT-LIN--S-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,S,Couleur,Terracotta,,,T-SHIRT-LIN--S-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,S,Couleur,Vert olive,,,T-SHIRT-LIN--S-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,M,Couleur,Écru,,,T-SHIRT-LIN--M-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,M,Couleur,Terracotta,,,T-SHIRT-LIN--M-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,M,Couleur,Vert olive,,,T-SHIRT-LIN--M-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,L,Couleur,Écru,,,T-SHIRT-LIN--L-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,L,Couleur,Terracotta,,,T-SHIRT-LIN--L-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,L,Couleur,Vert olive,,,T-SHIRT-LIN--L-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XL,Couleur,Écru,,,T-SHIRT-LIN--XL-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XL,Couleur,Terracotta,,,T-SHIRT-LIN--XL-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XL,Couleur,Vert olive,,,T-SHIRT-LIN--XL-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XXL,Couleur,Écru,,,T-SHIRT-LIN--XXL-ECRU,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XXL,Couleur,Terracotta,,,T-SHIRT-LIN--XXL-TERRAC,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
t-shirt-lin-melange,,,,,,,,Taille,XXL,Couleur,Vert olive,,,T-SHIRT-LIN--XXL-VERTOL,180,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,Sneakers basses en toile,"<p>Une basket basse en toile, semelle souple, à porter pieds nus sans que le talon frotte. Le modèle taille normalement.</p><ul><li>Tige en toile aérée</li><li>Semelle intérieure amovible</li><li>Semelle extérieure souple, non marquante</li><li>Se nettoie à la brosse et à l'eau tiède</li></ul><p><strong>Composition :</strong> Dessus en toile, semelle en caoutchouc — à confirmer<br><strong>Entretien :</strong> Nettoyage à la main, séchage à l'ombre</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Shoes,Chaussures,"chaussures, sneakers, toile, été",FALSE,Pointure,39,Couleur,Blanc,,,SNEAKERS-TOI-39-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,FALSE,Sneakers basses en toile — semelle souple,"Sneakers basses en toile, souples et aérées, à porter pieds nus. Livraison offerte dès 100 €.",,,,,new,FALSE,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,39,Couleur,Noir,,,SNEAKERS-TOI-39-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,39,Couleur,Beige,,,SNEAKERS-TOI-39-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,40,Couleur,Blanc,,,SNEAKERS-TOI-40-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,40,Couleur,Noir,,,SNEAKERS-TOI-40-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,40,Couleur,Beige,,,SNEAKERS-TOI-40-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,41,Couleur,Blanc,,,SNEAKERS-TOI-41-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,41,Couleur,Noir,,,SNEAKERS-TOI-41-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,41,Couleur,Beige,,,SNEAKERS-TOI-41-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,42,Couleur,Blanc,,,SNEAKERS-TOI-42-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,42,Couleur,Noir,,,SNEAKERS-TOI-42-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,42,Couleur,Beige,,,SNEAKERS-TOI-42-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,43,Couleur,Blanc,,,SNEAKERS-TOI-43-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,43,Couleur,Noir,,,SNEAKERS-TOI-43-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,43,Couleur,Beige,,,SNEAKERS-TOI-43-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,44,Couleur,Blanc,,,SNEAKERS-TOI-44-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,44,Couleur,Noir,,,SNEAKERS-TOI-44-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,44,Couleur,Beige,,,SNEAKERS-TOI-44-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,45,Couleur,Blanc,,,SNEAKERS-TOI-45-BLANC,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,45,Couleur,Noir,,,SNEAKERS-TOI-45-NOIR,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sneakers-toile-basses,,,,,,,,Pointure,45,Couleur,Beige,,,SNEAKERS-TOI-45-BEIGE,700,shopify,0,deny,manual,69.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,Espadrilles à semelle corde,"<p>La semelle en corde tressée reste légère et ne chauffe pas au soleil. Modèle à enfiler, sans laçage.</p><ul><li>Semelle en corde tressée</li><li>Dessus en toile de coton</li><li>À enfiler, sans laçage</li><li>Très légères, faciles à glisser dans un sac</li></ul><p><strong>Composition :</strong> Toile de coton, semelle en jute — à confirmer<br><strong>Entretien :</strong> Nettoyage à sec, éviter l'immersion</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Shoes,Chaussures,"chaussures, espadrilles, corde, été",FALSE,Pointure,39,Couleur,Écru,,,ESPADRILLES--39-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,FALSE,Espadrilles à semelle corde — légères,"Espadrilles en toile à semelle de corde tressée, légères et faciles à enfiler. Retours gratuits sous 14 jours.",,,,,new,FALSE,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,39,Couleur,Marine,,,ESPADRILLES--39-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,39,Couleur,Terracotta,,,ESPADRILLES--39-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,40,Couleur,Écru,,,ESPADRILLES--40-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,40,Couleur,Marine,,,ESPADRILLES--40-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,40,Couleur,Terracotta,,,ESPADRILLES--40-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,41,Couleur,Écru,,,ESPADRILLES--41-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,41,Couleur,Marine,,,ESPADRILLES--41-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,41,Couleur,Terracotta,,,ESPADRILLES--41-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,42,Couleur,Écru,,,ESPADRILLES--42-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,42,Couleur,Marine,,,ESPADRILLES--42-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,42,Couleur,Terracotta,,,ESPADRILLES--42-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,43,Couleur,Écru,,,ESPADRILLES--43-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,43,Couleur,Marine,,,ESPADRILLES--43-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,43,Couleur,Terracotta,,,ESPADRILLES--43-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,44,Couleur,Écru,,,ESPADRILLES--44-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,44,Couleur,Marine,,,ESPADRILLES--44-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,44,Couleur,Terracotta,,,ESPADRILLES--44-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,45,Couleur,Écru,,,ESPADRILLES--45-ECRU,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,45,Couleur,Marine,,,ESPADRILLES--45-MARINE,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
espadrilles-corde,,,,,,,,Pointure,45,Couleur,Terracotta,,,ESPADRILLES--45-TERRAC,480,shopify,0,deny,manual,49.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
casquette-coton-lavee,Casquette en coton lavé,"<p>Une casquette souple, non structurée, qui se plie sans garder de pli. La sangle arrière ajuste le tour de tête.</p><ul><li>Coton lavé, toucher souple</li><li>Visière préformée</li><li>Sangle réglable à boucle métal</li><li>Se plie sans se déformer</li></ul><p><strong>Composition :</strong> 100 % coton lavé — à confirmer auprès du fournisseur<br><strong>Entretien :</strong> Lavage à la main à 30 °C</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Clothing Accessories > Hats,Casquette,"casquette, coton, été, accessoire",FALSE,Taille,Taille unique,Couleur,Sable,,,CASQUETTE-CO-TAILLE-SABLE,110,shopify,0,deny,manual,24.90,,TRUE,TRUE,,,,,FALSE,Casquette en coton lavé — réglable,"Casquette souple en coton lavé, visière préformée et sangle réglable. Livraison offerte dès 100 €.",,,,,new,FALSE,,g,,,draft
casquette-coton-lavee,,,,,,,,Taille,Taille unique,Couleur,Noir,,,CASQUETTE-CO-TAILLE-NOIR,110,shopify,0,deny,manual,24.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
casquette-coton-lavee,,,,,,,,Taille,Taille unique,Couleur,Vert olive,,,CASQUETTE-CO-TAILLE-VERTOL,110,shopify,0,deny,manual,24.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
casquette-coton-lavee,,,,,,,,Taille,Taille unique,Couleur,Bleu délavé,,,CASQUETTE-CO-TAILLE-BLEUDE,110,shopify,0,deny,manual,24.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
bob-toile-legere,Bob en toile légère,"<p>Un bob à bord souple qui protège la nuque sans peser sur la tête. Se roule dans une poche et reprend sa forme.</p><ul><li>Bord souple, large de 6 cm environ</li><li>Toile légère, séchage rapide</li><li>Se roule sans marquer</li><li>Deux tailles pour un maintien correct</li></ul><p><strong>Composition :</strong> Toile de coton — à confirmer auprès du fournisseur<br><strong>Entretien :</strong> Lavage à la main, séchage à plat</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Clothing Accessories > Hats,Casquette,"bob, chapeau, toile, été",FALSE,Taille,S/M,Couleur,Écru,,,BOB-TOILE-LE-SM-ECRU,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,FALSE,Bob en toile légère — bord souple,"Bob d'été en toile légère, bord souple, se roule sans se déformer. Retours gratuits sous 14 jours.",,,,,new,FALSE,,g,,,draft
bob-toile-legere,,,,,,,,Taille,S/M,Couleur,Kaki,,,BOB-TOILE-LE-SM-KAKI,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
bob-toile-legere,,,,,,,,Taille,S/M,Couleur,Noir,,,BOB-TOILE-LE-SM-NOIR,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
bob-toile-legere,,,,,,,,Taille,L/XL,Couleur,Écru,,,BOB-TOILE-LE-LXL-ECRU,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
bob-toile-legere,,,,,,,,Taille,L/XL,Couleur,Kaki,,,BOB-TOILE-LE-LXL-KAKI,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
bob-toile-legere,,,,,,,,Taille,L/XL,Couleur,Noir,,,BOB-TOILE-LE-LXL-NOIR,120,shopify,0,deny,manual,27.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sac-cabas-toile,Cabas en toile épaisse,"<p>Un cabas à la toile assez rigide pour tenir debout une fois posé. Anses longues, portable à l'épaule avec une veste.</p><ul><li>Toile épaisse qui tient debout</li><li>Anses longues, portage épaule</li><li>Poche intérieure zippée</li><li>Fond renforcé</li></ul><p><strong>Composition :</strong> Toile de coton, doublure en polyester — à confirmer<br><strong>Entretien :</strong> Nettoyage localisé à l'éponge humide</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Sac,"sac, cabas, toile, accessoire",FALSE,Couleur,Écru,,,,,SAC-CABAS-TO-ECRU,520,shopify,0,deny,manual,45.00,,TRUE,TRUE,,,,,FALSE,Cabas en toile épaisse — porté épaule,Cabas en toile épaisse à fond renforcé et poche intérieure zippée. Livraison offerte dès 100 €.,,,,,new,FALSE,,g,,,draft
sac-cabas-toile,,,,,,,,Couleur,Noir,,,,,SAC-CABAS-TO-NOIR,520,shopify,0,deny,manual,45.00,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sac-cabas-toile,,,,,,,,Couleur,Terracotta,,,,,SAC-CABAS-TO-TERRAC,520,shopify,0,deny,manual,45.00,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
